//X,Y,Z,R,G,B,Classification,Intensity,GpsTime,ReturnNumber,NumberOfReturns,UserData,PointSourceId
-97.56900024,27.28499985,-0.43599999,193,151,103,0.000000,35.000000,-140681.609375,2.000000,3.000000,47.000000,1.000000
-100.07299805,32.02000046,0.37200001,156,120,98,0.000000,29.000000,-140681.609375,1.000000,2.000000,51.000000,1.000000
-97.90200043,29.04500008,5.21000004,166,133,100,0.000000,6.000000,-140681.609375,1.000000,2.000000,76.000000,1.000000
-100.08999634,32.08100128,0.34999999,172,127,94,0.000000,6.000000,-140681.609375,1.000000,2.000000,51.000000,1.000000
-97.22499847,27.44799995,1.77100003,180,145,123,0.000000,24.000000,-140681.593750,1.000000,3.000000,58.000000,1.000000
-97.32199860,27.18400002,-0.43700001,157,128,96,0.000000,23.000000,-140681.593750,2.000000,3.000000,47.000000,1.000000
-99.83300018,31.94799995,0.39899999,207,163,118,0.000000,28.000000,-140681.593750,1.000000,1.000000,51.000000,1.000000
-96.98100281,27.36599922,1.84700000,144,116,92,0.000000,11.000000,-140681.578125,1.000000,3.000000,59.000000,1.000000
-97.08200073,27.09499931,-0.43200001,142,118,90,0.000000,15.000000,-140681.578125,2.000000,3.000000,47.000000,1.000000
-99.57199860,31.81999969,0.39399999,156,132,88,0.000000,16.000000,-140681.578125,1.000000,2.000000,51.000000,1.000000
-97.07399750,27.18099976,-0.42899999,145,121,93,0.000000,13.000000,-140681.578125,1.000000,2.000000,47.000000,1.000000
-97.38300323,28.87700081,5.18900013,167,138,96,0.000000,9.000000,-140681.578125,1.000000,2.000000,75.000000,1.000000
-99.57499695,31.91600037,0.33000001,152,127,87,0.000000,6.000000,-140681.578125,1.000000,2.000000,51.000000,1.000000
-96.67600250,27.33099937,1.80900002,161,124,105,0.000000,11.000000,-140681.562500,1.000000,3.000000,59.000000,1.000000
-96.77999878,27.06200027,-0.45699999,141,112,94,0.000000,12.000000,-140681.562500,2.000000,3.000000,47.000000,1.000000
-99.26499939,31.78700066,0.36600000,164,131,98,0.000000,28.000000,-140681.562500,1.000000,2.000000,51.000000,1.000000
-96.41799927,27.22599983,1.80299997,154,132,95,0.000000,21.000000,-140681.546875,1.000000,3.000000,58.000000,1.000000
-96.52200317,26.95899963,-0.44700000,152,127,105,0.000000,37.000000,-140681.546875,2.000000,3.000000,47.000000,1.000000
-99.01799774,31.70800018,0.38900000,186,148,111,0.000000,23.000000,-140681.546875,1.000000,2.000000,51.000000,1.000000
-96.19999695,27.14200020,1.81400001,169,134,96,0.000000,35.000000,-140681.531250,1.000000,3.000000,59.000000,1.000000
-96.30500031,26.87599945,-0.43200001,153,122,91,0.000000,44.000000,-140681.531250,2.000000,3.000000,47.000000,1.000000
-98.78500366,31.61000061,0.44800001,173,134,93,0.000000,15.000000,-140681.531250,1.000000,2.000000,52.000000,1.000000
-95.91899872,26.98100090,1.82400000,166,142,96,0.000000,9.000000,-140681.531250,1.000000,2.000000,59.000000,1.000000
-98.51799774,31.46299934,0.38999999,160,127,86,0.000000,7.000000,-140681.531250,1.000000,2.000000,51.000000,1.000000
-95.69999695,26.74600029,-0.44400001,173,143,105,0.000000,9.000000,-140681.515625,1.000000,2.000000,47.000000,1.000000
-98.17700195,31.47999954,0.41800001,174,138,116,0.000000,6.000000,-140681.515625,1.000000,2.000000,51.000000,1.000000
-95.36399841,26.84000015,1.81500006,168,141,96,0.000000,31.000000,-140681.500000,1.000000,3.000000,59.000000,1.000000
-95.47200012,26.57699966,-0.41400000,164,137,90,0.000000,26.000000,-140681.500000,2.000000,3.000000,47.000000,1.000000
-97.96099854,31.32399940,0.39500001,153,121,106,0.000000,33.000000,-140681.500000,1.000000,2.000000,51.000000,1.000000
-95.60800171,28.34700012,5.14200020,174,147,104,0.000000,5.000000,-140681.500000,1.000000,2.000000,75.000000,1.000000
-95.29799652,28.23699951,5.14799976,164,140,96,0.000000,8.000000,-140681.484375,1.000000,2.000000,75.000000,1.000000
-94.72399902,26.71500015,1.84599996,147,117,89,0.000000,14.000000,-140681.484375,1.000000,3.000000,59.000000,1.000000
-94.83499908,26.45000076,-0.40799999,165,133,110,0.000000,21.000000,-140681.484375,2.000000,3.000000,47.000000,1.000000
-97.31800079,31.19199944,0.38999999,155,129,106,0.000000,7.000000,-140681.484375,1.000000,2.000000,51.000000,1.000000
-94.45999908,26.54700089,1.84099996,167,133,87,0.000000,19.000000,-140681.484375,1.000000,3.000000,59.000000,1.000000
-94.57099915,26.28199959,-0.41000000,153,128,97,0.000000,7.000000,-140681.484375,2.000000,3.000000,47.000000,1.000000
-97.06400299,31.05500031,0.43200001,185,134,107,0.000000,40.000000,-140681.484375,1.000000,2.000000,52.000000,1.000000
-94.14700317,26.44499969,1.84099996,161,128,93,0.000000,18.000000,-140681.468750,1.000000,3.000000,59.000000,1.000000
-94.25599670,26.18400002,-0.37400001,134,107,86,0.000000,15.000000,-140681.468750,2.000000,3.000000,48.000000,1.000000
-96.73400116,30.90800095,0.35299999,209,167,117,0.000000,6.000000,-140681.468750,1.000000,2.000000,51.000000,1.000000
-93.81800079,26.37599945,1.84700000,171,146,105,0.000000,33.000000,-140681.468750,1.000000,3.000000,59.000000,1.000000
-93.92800140,26.11100006,-0.40099999,158,129,113,0.000000,28.000000,-140681.468750,2.000000,3.000000,48.000000,1.000000
-96.40200043,30.84700012,0.41600001,161,126,68,0.000000,15.000000,-140681.468750,1.000000,2.000000,51.000000,1.000000
-93.48000336,26.33300018,1.83500004,181,143,106,0.000000,11.000000,-140681.453125,1.000000,3.000000,59.000000,1.000000
-93.59200287,26.06900024,-0.41900000,159,123,99,0.000000,13.000000,-140681.453125,2.000000,3.000000,47.000000,1.000000
-96.05799866,30.79400063,0.39899999,204,159,126,0.000000,19.000000,-140681.453125,1.000000,2.000000,51.000000,1.000000
-93.12999725,26.22299957,1.87399995,173,142,114,0.000000,7.000000,-140681.437500,1.000000,3.000000,59.000000,1.000000
-93.24500275,25.95400047,-0.42100000,154,119,97,0.000000,18.000000,-140681.437500,2.000000,3.000000,47.000000,1.000000
-93.50599670,27.63100052,5.27400017,151,121,97,0.000000,5.000000,-140681.437500,1.000000,2.000000,76.000000,1.000000
-95.71299744,30.69000053,0.40900001,203,161,121,0.000000,11.000000,-140681.437500,1.000000,2.000000,51.000000,1.000000
-93.14199829,27.57799911,5.06199980,150,121,89,0.000000,5.000000,-140681.437500,1.000000,2.000000,75.000000,1.000000
-92.18800354,25.92799950,1.73899996,189,153,119,0.000000,7.000000,-140681.421875,1.000000,3.000000,58.000000,1.000000
-92.29499817,25.67799950,-0.39700001,169,127,103,0.000000,9.000000,-140681.421875,2.000000,3.000000,48.000000,1.000000
-92.55500031,27.34300041,5.23699999,152,123,105,0.000000,6.000000,-140681.421875,1.000000,2.000000,76.000000,1.000000
-94.75599670,30.40999985,0.43200001,177,148,114,0.000000,9.000000,-140681.421875,1.000000,2.000000,51.000000,1.000000
-91.82800293,25.82500076,1.93700004,151,128,97,0.000000,6.000000,-140681.406250,1.000000,3.000000,59.000000,1.000000
-91.94499969,25.55200005,-0.39300001,168,147,118,0.000000,10.000000,-140681.406250,2.000000,3.000000,48.000000,1.000000
-90.87999725,26.86899948,5.21199989,149,118,98,0.000000,6.000000,-140681.375000,1.000000,2.000000,76.000000,1.000000
-89.96199799,25.14999962,1.91400003,149,128,99,0.000000,21.000000,-140681.375000,1.000000,3.000000,59.000000,1.000000
-90.07499695,24.88500023,-0.34500000,175,149,114,0.000000,12.000000,-140681.375000,2.000000,3.000000,48.000000,1.000000
-92.55400085,29.65600014,0.44200000,186,154,115,0.000000,53.000000,-140681.375000,1.000000,2.000000,52.000000,1.000000
-89.70899963,25.07299995,1.91400003,140,113,83,0.000000,16.000000,-140681.359375,1.000000,3.000000,59.000000,1.000000
-89.82299805,24.80699921,-0.35499999,158,129,97,0.000000,35.000000,-140681.359375,2.000000,3.000000,48.000000,1.000000
-92.28199768,29.54299927,0.42800000,211,167,138,0.000000,38.000000,-140681.359375,1.000000,2.000000,52.000000,1.000000
-89.39700317,24.96500015,1.87699997,159,131,94,0.000000,39.000000,-140681.359375,1.000000,3.000000,59.000000,1.000000
-89.50900269,24.70299911,-0.35600001,186,143,111,0.000000,19.000000,-140681.359375,2.000000,3.000000,48.000000,1.000000
-91.96099854,29.43799973,0.46900001,210,167,133,0.000000,21.000000,-140681.359375,1.000000,2.000000,52.000000,1.000000
-88.99099731,24.84799957,1.87100005,150,135,92,0.000000,26.000000,-140681.359375,1.000000,3.000000,59.000000,1.000000
-89.10199738,24.58799934,-0.34200001,165,142,92,0.000000,22.000000,-140681.359375,2.000000,3.000000,48.000000,1.000000
-91.56800079,29.34600067,0.45400000,175,132,97,0.000000,28.000000,-140681.359375,1.000000,2.000000,52.000000,1.000000
-88.95999908,26.22800064,5.16800022,137,116,89,0.000000,5.000000,-140681.343750,1.000000,2.000000,75.000000,1.000000
-88.65799713,26.13899994,5.23899984,139,125,99,0.000000,7.000000,-140681.343750,1.000000,2.000000,76.000000,1.000000
-88.08300018,24.35400009,-0.35699999,167,131,97,0.000000,6.000000,-140681.328125,1.000000,2.000000,48.000000,1.000000
-87.98400116,25.94700050,5.21700001,155,125,101,0.000000,6.000000,-140681.328125,1.000000,2.000000,76.000000,1.000000
-87.05599976,24.21599960,1.92299998,165,144,101,0.000000,29.000000,-140681.312500,1.000000,3.000000,59.000000,1.000000
-87.16799927,23.95100021,-0.33199999,150,120,86,0.000000,23.000000,-140681.312500,2.000000,3.000000,48.000000,1.000000
-89.62599945,28.70599937,0.46599999,154,120,92,0.000000,22.000000,-140681.312500,1.000000,2.000000,52.000000,1.000000
-86.77999878,24.12400055,1.94700003,162,139,105,0.000000,33.000000,-140681.312500,1.000000,3.000000,59.000000,1.000000
-86.89399719,23.85499954,-0.33800000,149,124,94,0.000000,16.000000,-140681.312500,2.000000,3.000000,48.000000,1.000000
-89.34200287,28.59900093,0.48199999,177,148,106,0.000000,24.000000,-140681.312500,1.000000,2.000000,52.000000,1.000000
-86.46800232,23.98500061,1.99000001,168,133,103,0.000000,7.000000,-140681.296875,1.000000,2.000000,59.000000,1.000000
-89.04199982,28.47299957,0.48199999,173,146,103,0.000000,20.000000,-140681.296875,1.000000,2.000000,52.000000,1.000000
-88.68199921,28.35799980,0.51300001,158,139,106,0.000000,12.000000,-140681.296875,1.000000,2.000000,52.000000,1.000000
-85.74500275,23.81399918,1.95500004,159,129,91,0.000000,28.000000,-140681.281250,1.000000,3.000000,59.000000,1.000000
-85.85800171,23.54999924,-0.29400000,159,126,91,0.000000,18.000000,-140681.281250,2.000000,3.000000,48.000000,1.000000
-88.30300140,28.28400040,0.48600000,174,143,97,0.000000,23.000000,-140681.281250,1.000000,2.000000,52.000000,1.000000
-85.48400116,23.70800018,1.97200000,175,136,103,0.000000,56.000000,-140681.281250,1.000000,3.000000,59.000000,1.000000
-85.59700012,23.44300079,-0.28700000,172,135,109,0.000000,23.000000,-140681.281250,2.000000,3.000000,48.000000,1.000000
-88.03700256,28.17000008,0.49399999,143,119,85,0.000000,36.000000,-140681.281250,1.000000,2.000000,52.000000,1.000000
-85.33100128,25.08099937,5.26900005,155,130,100,0.000000,6.000000,-140681.265625,1.000000,2.000000,76.000000,1.000000
-84.74900055,24.86000061,5.29400015,160,140,103,0.000000,10.000000,-140681.250000,1.000000,2.000000,76.000000,1.000000
-84.09999847,23.27799988,1.97599995,152,127,87,0.000000,21.000000,-140681.234375,1.000000,3.000000,59.000000,1.000000
-84.21600342,23.01199913,-0.28799999,157,131,94,0.000000,18.000000,-140681.234375,2.000000,3.000000,48.000000,1.000000
-86.66400146,27.77099991,0.51800001,174,142,101,0.000000,29.000000,-140681.234375,1.000000,2.000000,52.000000,1.000000
-83.77100372,23.14100075,2.00300002,152,125,95,0.000000,21.000000,-140681.234375,1.000000,3.000000,59.000000,1.000000
-83.88700104,22.87400055,-0.27399999,154,120,95,0.000000,30.000000,-140681.234375,2.000000,3.000000,48.000000,1.000000
-86.32499695,27.61000061,0.51200002,174,146,109,0.000000,45.000000,-140681.234375,1.000000,2.000000,52.000000,1.000000
-83.42600250,23.05200005,1.98300004,147,122,91,0.000000,22.000000,-140681.234375,1.000000,3.000000,59.000000,1.000000
-83.54199982,22.78800011,-0.27800000,145,121,87,0.000000,13.000000,-140681.234375,2.000000,3.000000,48.000000,1.000000
-85.98699951,27.54700089,0.53700000,174,144,94,0.000000,26.000000,-140681.234375,1.000000,2.000000,52.000000,1.000000
-85.77100372,27.42799950,0.51999998,174,146,109,0.000000,18.000000,-140681.218750,1.000000,2.000000,52.000000,1.000000
-83.06099701,23.01600075,2.02699995,153,119,91,0.000000,12.000000,-140681.218750,1.000000,3.000000,60.000000,1.000000
-83.17900085,22.75099945,-0.23700000,151,121,95,0.000000,10.000000,-140681.218750,2.000000,3.000000,48.000000,1.000000
-85.61499786,27.49099922,0.55400002,170,141,99,0.000000,13.000000,-140681.218750,1.000000,2.000000,52.000000,1.000000
-82.73100281,22.86100006,2.00000000,164,138,105,0.000000,17.000000,-140681.203125,1.000000,3.000000,60.000000,1.000000
-82.84600067,22.60099983,-0.22300000,163,134,104,0.000000,20.000000,-140681.203125,2.000000,3.000000,48.000000,1.000000
-85.29399872,27.35400009,0.52300000,190,161,119,0.000000,15.000000,-140681.203125,1.000000,2.000000,52.000000,1.000000
-82.40100098,22.75000000,2.01399994,156,134,95,0.000000,9.000000,-140681.203125,1.000000,3.000000,60.000000,1.000000
-82.51799774,22.48500061,-0.25099999,161,126,98,0.000000,46.000000,-140681.203125,2.000000,3.000000,48.000000,1.000000
-84.97599792,27.26099968,0.51200002,186,152,117,0.000000,17.000000,-140681.203125,1.000000,2.000000,52.000000,1.000000
-82.21199799,22.61100006,2.03699994,164,136,99,0.000000,8.000000,-140681.187500,1.000000,3.000000,60.000000,1.000000
-82.33000183,22.34600067,-0.22400001,164,132,111,0.000000,18.000000,-140681.187500,2.000000,3.000000,48.000000,1.000000
-84.76399994,27.07999992,0.54400003,171,150,95,0.000000,20.000000,-140681.187500,1.000000,2.000000,52.000000,1.000000
-82.10600281,22.68099976,1.99399996,158,138,105,0.000000,6.000000,-140681.187500,1.000000,3.000000,60.000000,1.000000
-82.22200012,22.42300034,-0.21500000,158,132,107,0.000000,17.000000,-140681.187500,2.000000,3.000000,48.000000,1.000000
-82.47799683,24.09799957,5.32800007,149,119,91,0.000000,7.000000,-140681.187500,1.000000,2.000000,76.000000,1.000000
-81.78500366,22.51499939,2.02999997,168,133,101,0.000000,55.000000,-140681.171875,1.000000,3.000000,60.000000,1.000000
-81.90299988,22.25300026,-0.21799999,162,121,93,0.000000,25.000000,-140681.171875,2.000000,3.000000,48.000000,1.000000
-84.35299683,27.02400017,0.55699998,180,152,105,0.000000,29.000000,-140681.171875,1.000000,2.000000,52.000000,1.000000
-81.48100281,22.44599915,2.05599999,146,122,110,0.000000,24.000000,-140681.171875,1.000000,3.000000,60.000000,1.000000
-81.60099792,22.18199921,-0.20800000,168,134,107,0.000000,21.000000,-140681.171875,2.000000,3.000000,49.000000,1.000000
-84.03199768,26.91699982,0.56000000,174,141,98,0.000000,38.000000,-140681.171875,1.000000,2.000000,52.000000,1.000000
-81.78500366,23.93899918,5.27899981,153,125,88,0.000000,6.000000,-140681.156250,1.000000,2.000000,76.000000,1.000000
-81.14299774,22.33099937,2.03399992,152,116,102,0.000000,36.000000,-140681.156250,1.000000,3.000000,60.000000,1.000000
-81.26399994,22.06800079,-0.23199999,154,124,86,0.000000,18.000000,-140681.156250,2.000000,3.000000,48.000000,1.000000
-83.71299744,26.84700012,0.56900001,191,154,112,0.000000,40.000000,-140681.156250,1.000000,2.000000,52.000000,1.000000
-80.82499695,22.16699982,2.04999995,150,113,87,0.000000,18.000000,-140681.140625,1.000000,2.000000,60.000000,1.000000
-83.37400055,26.64399910,0.59200001,192,153,110,0.000000,13.000000,-140681.140625,1.000000,2.000000,52.000000,1.000000
-83.03600311,26.52899933,0.67199999,165,137,87,0.000000,8.000000,-140681.140625,1.000000,2.000000,53.000000,1.000000
-80.41300201,22.10700035,2.05500007,163,128,100,0.000000,9.000000,-140681.125000,1.000000,3.000000,60.000000,1.000000
-80.53500366,21.84600067,-0.19599999,155,127,106,0.000000,27.000000,-140681.125000,2.000000,3.000000,49.000000,1.000000
-82.98500061,26.61499977,0.53399998,189,160,116,0.000000,6.000000,-140681.125000,1.000000,2.000000,52.000000,1.000000
-79.97899628,22.02199936,2.05900002,199,152,132,0.000000,7.000000,-140681.109375,1.000000,3.000000,60.000000,1.000000
-80.09999847,21.76600075,-0.15600000,147,118,86,0.000000,12.000000,-140681.109375,2.000000,3.000000,49.000000,1.000000
-80.34899902,23.42700005,5.28999996,150,117,102,0.000000,8.000000,-140681.109375,1.000000,2.000000,76.000000,1.000000
-79.61299896,21.88100052,2.06999993,173,141,100,0.000000,22.000000,-140681.109375,1.000000,3.000000,60.000000,1.000000
-79.73600006,21.62100029,-0.17500000,164,126,90,0.000000,34.000000,-140681.109375,2.000000,3.000000,49.000000,1.000000
-82.17900085,26.38899994,0.57700002,205,160,121,0.000000,15.000000,-140681.109375,1.000000,2.000000,52.000000,1.000000
-79.38400269,21.71500015,2.07299995,176,135,117,0.000000,19.000000,-140681.109375,1.000000,3.000000,60.000000,1.000000
-79.50599670,21.45800018,-0.14800000,158,126,101,0.000000,17.000000,-140681.109375,2.000000,3.000000,49.000000,1.000000
-81.93299866,26.19599915,0.61100000,189,157,119,0.000000,14.000000,-140681.109375,1.000000,2.000000,52.000000,1.000000
-79.24099731,21.73699951,2.09200001,158,124,99,0.000000,19.000000,-140681.093750,1.000000,3.000000,60.000000,1.000000
-79.36699677,21.47500038,-0.17700000,153,130,99,0.000000,46.000000,-140681.093750,2.000000,3.000000,49.000000,1.000000
-81.80100250,26.22699928,0.57999998,167,138,96,0.000000,18.000000,-140681.093750,1.000000,2.000000,52.000000,1.000000
-81.47499847,26.05500031,0.64800000,185,152,117,0.000000,34.000000,-140681.093750,1.000000,2.000000,52.000000,1.000000
-78.42299652,21.52400017,2.14700007,131,102,86,0.000000,7.000000,-140681.078125,1.000000,3.000000,60.000000,1.000000
-78.55100250,21.26000023,-0.14399999,155,131,103,0.000000,16.000000,-140681.078125,2.000000,3.000000,49.000000,1.000000
-80.97899628,26.00900078,0.63599998,172,137,105,0.000000,6.000000,-140681.078125,1.000000,2.000000,52.000000,1.000000
-78.10500336,21.30500031,2.13800001,159,130,100,0.000000,6.000000,-140681.062500,1.000000,2.000000,60.000000,1.000000
-80.67400360,25.81200027,0.60299999,168,134,107,0.000000,18.000000,-140681.062500,1.000000,2.000000,52.000000,1.000000
-78.24099731,22.76700020,5.30100012,180,145,115,0.000000,6.000000,-140681.062500,1.000000,2.000000,76.000000,1.000000
-77.86499786,22.67900085,5.37900019,159,124,86,0.000000,7.000000,-140681.046875,1.000000,2.000000,76.000000,1.000000
-79.79000092,25.59199905,0.58200002,165,140,110,0.000000,9.000000,-140681.046875,1.000000,2.000000,52.000000,1.000000
-78.12300110,25.05299950,0.66299999,173,131,107,0.000000,30.000000,-140681.000000,1.000000,2.000000,53.000000,1.000000
-77.71399689,24.89299965,0.68900001,164,124,98,0.000000,33.000000,-140681.000000,1.000000,2.000000,53.000000,1.000000
22.92399979,-20.19300079,-0.01400000,154,133,106,0.000000,6.000000,-140679.531250,1.000000,2.000000,49.000000,1.000000
22.67499924,-18.94400024,0.04200000,190,155,125,0.000000,9.000000,-140679.515625,1.000000,2.000000,49.000000,1.000000
23.00099945,-19.05599976,0.03500000,183,122,93,0.000000,26.000000,-140679.515625,1.000000,2.000000,49.000000,1.000000
23.35799980,-19.20800018,0.11700000,189,143,109,0.000000,6.000000,-140679.500000,1.000000,2.000000,49.000000,1.000000
22.50499916,-17.68000031,-0.06700000,146,128,106,0.000000,15.000000,-140679.500000,1.000000,2.000000,48.000000,1.000000
23.77000046,-19.31599998,0.14200000,152,128,118,0.000000,9.000000,-140679.500000,1.000000,2.000000,50.000000,1.000000
22.92499924,-17.80299950,-0.03300000,165,132,115,0.000000,29.000000,-140679.500000,1.000000,2.000000,49.000000,1.000000
25.03499985,-20.88400078,0.19599999,163,130,113,0.000000,23.000000,-140679.484375,1.000000,2.000000,50.000000,1.000000
24.19199944,-19.35499954,0.14900000,163,137,114,0.000000,7.000000,-140679.484375,1.000000,2.000000,50.000000,1.000000
25.35000038,-20.99900055,0.18300000,157,125,110,0.000000,17.000000,-140679.484375,1.000000,2.000000,50.000000,1.000000
25.69899940,-21.12100029,0.26699999,148,121,110,0.000000,31.000000,-140679.468750,1.000000,2.000000,50.000000,1.000000
24.85300064,-19.59199905,0.20900001,163,117,102,0.000000,12.000000,-140679.468750,1.000000,2.000000,50.000000,1.000000
24.00000000,-18.06200027,0.04400000,169,132,113,0.000000,13.000000,-140679.468750,1.000000,2.000000,49.000000,1.000000
26.10099983,-21.24099922,0.28000000,176,137,94,0.000000,13.000000,-140679.468750,1.000000,2.000000,50.000000,1.000000
25.24500084,-19.68400002,0.27800000,158,131,114,0.000000,13.000000,-140679.468750,1.000000,2.000000,50.000000,1.000000
26.77599907,-21.40500069,0.47799999,164,131,112,0.000000,7.000000,-140679.453125,1.000000,2.000000,51.000000,1.000000
27.06599998,-21.54700089,0.41700000,151,127,101,0.000000,21.000000,-140679.453125,1.000000,2.000000,51.000000,1.000000
26.21899986,-20.01499939,0.37900001,155,127,106,0.000000,15.000000,-140679.453125,1.000000,2.000000,51.000000,1.000000
27.42399979,-21.66099930,0.48400000,169,136,119,0.000000,21.000000,-140679.437500,1.000000,2.000000,51.000000,1.000000
26.57999992,-20.14100075,0.39899999,158,125,106,0.000000,16.000000,-140679.437500,1.000000,2.000000,51.000000,1.000000
25.86300087,-19.62599945,-4.91400003,166,133,118,0.000000,8.000000,-140679.437500,1.000000,2.000000,24.000000,1.000000
27.81200027,-21.72599983,0.51300001,164,133,115,0.000000,15.000000,-140679.437500,1.000000,2.000000,52.000000,1.000000
26.37500000,-19.85300064,-4.45800018,160,132,111,0.000000,5.000000,-140679.437500,1.000000,2.000000,27.000000,1.000000
28.07200050,-21.80599976,0.54400003,174,142,131,0.000000,14.000000,-140679.421875,1.000000,2.000000,52.000000,1.000000
27.22699928,-20.27799988,0.49399999,157,129,115,0.000000,8.000000,-140679.421875,1.000000,2.000000,51.000000,1.000000
28.37700081,-21.92900085,0.58399999,156,132,120,0.000000,27.000000,-140679.421875,1.000000,2.000000,52.000000,1.000000
27.52300072,-20.38999939,0.51599997,157,124,109,0.000000,9.000000,-140679.421875,1.000000,2.000000,51.000000,1.000000
26.95499992,-20.02499962,-3.97499990,161,128,109,0.000000,7.000000,-140679.421875,1.000000,2.000000,29.000000,1.000000
22.61300087,-10.90400028,4.35599995,161,123,100,0.000000,42.000000,-140679.421875,1.000000,3.000000,70.000000,1.000000
22.58600044,-11.21599960,1.93299997,174,136,113,0.000000,37.000000,-140679.421875,2.000000,3.000000,58.000000,1.000000
28.72999954,-22.05100060,0.66900003,163,136,119,0.000000,24.000000,-140679.406250,1.000000,2.000000,52.000000,1.000000
27.87199974,-20.51700020,0.52600002,175,141,114,0.000000,13.000000,-140679.406250,1.000000,2.000000,52.000000,1.000000
27.02799988,-19.01499939,0.32699999,164,132,109,0.000000,5.000000,-140679.406250,1.000000,2.000000,50.000000,1.000000
22.96100044,-11.03999996,4.33500004,172,134,111,0.000000,20.000000,-140679.406250,1.000000,3.000000,70.000000,1.000000
22.93400002,-11.35299969,1.90999997,187,137,114,0.000000,39.000000,-140679.406250,2.000000,3.000000,58.000000,1.000000
29.09099960,-22.14200020,0.70700002,152,121,100,0.000000,14.000000,-140679.406250,1.000000,2.000000,53.000000,1.000000
28.23500061,-20.60799980,0.58800000,159,125,97,0.000000,9.000000,-140679.406250,1.000000,2.000000,52.000000,1.000000
27.79400063,-20.36700058,-3.16799998,164,132,109,0.000000,5.000000,-140679.406250,1.000000,2.000000,33.000000,1.000000
23.31999969,-11.14400005,4.30000019,184,142,120,0.000000,29.000000,-140679.406250,1.000000,3.000000,70.000000,1.000000
23.29299927,-11.45400047,1.88900006,185,142,110,0.000000,29.000000,-140679.406250,2.000000,3.000000,58.000000,1.000000
29.31800079,-22.23999977,0.73400003,166,132,104,0.000000,26.000000,-140679.390625,1.000000,2.000000,53.000000,1.000000
28.47100067,-20.72500038,0.60100001,149,123,100,0.000000,19.000000,-140679.390625,1.000000,2.000000,52.000000,1.000000
27.62700081,-19.21800041,0.44100001,154,122,109,0.000000,7.000000,-140679.390625,1.000000,2.000000,51.000000,1.000000
23.55800056,-11.26799965,4.30299997,184,138,114,0.000000,11.000000,-140679.390625,1.000000,3.000000,70.000000,1.000000
23.53100014,-11.58600044,1.83399999,188,144,117,0.000000,11.000000,-140679.390625,2.000000,3.000000,58.000000,1.000000
29.60199928,-22.37599945,0.78100002,140,122,86,0.000000,18.000000,-140679.390625,1.000000,2.000000,53.000000,1.000000
28.75799942,-20.86400032,0.65600002,162,135,114,0.000000,8.000000,-140679.390625,1.000000,2.000000,52.000000,1.000000
28.32600021,-20.56500053,-2.57399988,160,130,104,0.000000,6.000000,-140679.390625,1.000000,2.000000,36.000000,1.000000
27.89800072,-19.33399963,0.47700000,150,122,101,0.000000,28.000000,-140679.390625,1.000000,2.000000,51.000000,1.000000
29.94199944,-22.49399948,0.83700001,161,136,105,0.000000,5.000000,-140679.375000,1.000000,2.000000,53.000000,1.000000
29.08600044,-20.95999908,0.71600002,161,129,118,0.000000,10.000000,-140679.375000,1.000000,2.000000,52.000000,1.000000
28.65699959,-20.64399910,-2.36700010,163,133,105,0.000000,14.000000,-140679.375000,1.000000,2.000000,37.000000,1.000000
28.22999954,-19.44300079,0.49900001,160,128,113,0.000000,13.000000,-140679.375000,1.000000,2.000000,51.000000,1.000000
30.27000046,-22.53700066,0.89999998,156,122,94,0.000000,16.000000,-140679.375000,1.000000,2.000000,54.000000,1.000000
29.42499924,-21.03199959,0.72899997,165,133,120,0.000000,20.000000,-140679.375000,1.000000,2.000000,53.000000,1.000000
29.12100029,-20.86800003,-1.86099994,161,129,114,0.000000,89.000000,-140679.375000,1.000000,2.000000,40.000000,1.000000
28.56599998,-19.50699997,0.52999997,156,125,107,0.000000,14.000000,-140679.375000,1.000000,2.000000,51.000000,1.000000
29.61899948,-21.12100029,0.79200000,156,127,111,0.000000,12.000000,-140679.359375,1.000000,2.000000,53.000000,1.000000
29.18899918,-20.74500084,-1.88300002,168,127,105,0.000000,57.000000,-140679.359375,1.000000,2.000000,39.000000,1.000000
28.77300072,-19.62599945,0.55599999,151,121,113,0.000000,25.000000,-140679.359375,1.000000,2.000000,52.000000,1.000000
23.90600014,-9.86200047,6.90600014,169,133,111,0.000000,5.000000,-140679.359375,1.000000,2.000000,83.000000,1.000000
30.58200073,-22.57799911,0.87400001,175,138,119,0.000000,10.000000,-140679.359375,1.000000,2.000000,53.000000,1.000000
29.44700050,-20.90500069,-1.65400004,158,129,113,0.000000,8.000000,-140679.359375,1.000000,2.000000,41.000000,1.000000
24.81299973,-11.62699986,4.27400017,186,142,115,0.000000,20.000000,-140679.359375,1.000000,3.000000,70.000000,1.000000
24.78300095,-11.94299984,1.80700004,185,138,108,0.000000,41.000000,-140679.359375,2.000000,3.000000,57.000000,1.000000
30.88100052,-22.70999908,0.99500000,193,163,127,0.000000,12.000000,-140679.343750,1.000000,2.000000,54.000000,1.000000
30.03499985,-21.20999908,0.79400003,154,127,108,0.000000,10.000000,-140679.343750,1.000000,2.000000,53.000000,1.000000
25.08499908,-12.09599972,1.86500001,179,139,113,0.000000,9.000000,-140679.343750,1.000000,2.000000,58.000000,1.000000
